Date,Open,High,Low,Close,Adj Close,Volume
7/25/2014,186.71,187.28,185.27,185.85,134.48,3531714
7/28/2014,185.76,187.76,185.13,187.17,135.43,3391550
7/29/2014,186.71,187.28,185.98,186.01,134.59,3414249
7/30/2014,186.62,187.37,184.42,185.47,134.20,4125215
7/31/2014,184.36,185.75,183.12,183.24,132.59,4401045
8/1/2014,182.12,183.08,180.55,180.83,130.84,5419431
8/4/2014,181.02,181.60,180.31,181.30,131.18,2223691
8/5/2014,180.45,180.88,178.24,178.87,129.43,3460063
8/6/2014,177.21,178.66,176.33,177.79,129.40,4023962
8/7/2014,178.43,178.47,175.51,176.20,128.24,2833196
8/8/2014,176.29,178.46,175.51,178.42,129.86,2909449
8/11/2014,179.55,180.08,178.09,179.23,130.45,2643451
8/12/2014,179.21,180.39,178.59,179.10,130.36,1944096
8/13/2014,179.73,180.19,179.13,179.68,130.78,1877570
8/14/2014,179.32,179.89,178.71,179.62,130.73,2018257
8/15/2014,179.59,180.57,178.58,179.14,130.39,2944281
8/18/2014,179.83,181.46,179.50,181.03,131.76,2531634
8/19/2014,181.68,181.88,181.03,181.71,132.26,2133945
8/20/2014,181.51,182.02,180.93,181.74,132.28,2277770
8/21/2014,182.50,183.62,182.12,182.82,133.06,2611339
8/22/2014,182.38,183.44,181.92,182.04,132.49,2029554
8/25/2014,182.97,183.37,182.32,182.75,133.02,1802886
8/26/2014,182.62,185.02,182.62,184.50,134.29,3321468
8/27/2014,184.54,185.59,183.14,183.80,133.77,2290949
8/28/2014,183.05,183.84,182.28,183.56,133.60,1572766
8/29/2014,183.82,184.27,182.73,183.84,133.81,3043232
9/2/2014,184.21,184.48,182.53,183.14,133.29,2802966
9/3/2014,183.93,184.46,183.42,183.51,133.57,1906649
9/4/2014,183.26,184.22,181.70,182.29,132.68,2996790
9/5/2014,182.15,183.32,181.73,182.79,133.04,2364169
9/8/2014,182.36,182.79,181.18,181.78,132.31,2640313
9/9/2014,181.97,182.35,181.43,181.63,132.20,2514166
9/10/2014,181.76,183.70,181.74,183.12,133.28,2891144
9/11/2014,182.68,184.30,181.76,183.29,133.41,2404231
9/12/2014,183.05,183.17,182.19,182.87,133.10,3034446
9/15/2014,183.00,184.02,182.20,183.37,133.47,2569394
9/16/2014,182.84,185.06,182.43,184.47,134.27,2679329
9/17/2014,184.72,185.12,183.84,184.32,134.16,3358497
9/18/2014,184.31,185.59,184.24,185.23,134.82,3099612
9/19/2014,185.98,186.42,184.69,185.47,134.99,9259192
9/22/2014,185.20,185.60,184.16,184.62,134.37,3470628
9/23/2014,184.27,184.58,183.10,183.19,133.34,3453683
9/24/2014,182.60,183.99,181.53,183.85,133.82,3224400
9/25/2014,183.60,184.03,180.66,180.70,131.52,4342364
9/26/2014,180.62,181.96,180.32,181.70,132.25,2608619
9/29/2014,180.22,181.61,179.85,181.30,131.96,2443770
9/30/2014,181.30,182.46,180.83,181.48,132.09,3067500
10/1/2014,181.56,182.03,178.58,178.94,130.24,3894467
10/2/2014,179.41,179.52,178.05,178.69,130.06,2388123
10/3/2014,179.84,181.04,179.31,180.37,131.28,3212789
10/6/2014,181.35,182.50,180.41,180.73,131.54,2196077
10/7/2014,179.51,179.85,177.38,177.54,129.22,3128900
10/8/2014,177.79,181.26,177.45,181.03,131.76,3122101
10/9/2014,180.80,181.17,177.91,178.22,129.72,2746168
10/10/2014,177.69,179.48,176.96,177.75,129.38,5324349
10/13/2014,177.33,178.44,175.35,175.45,127.70,3762148
10/14/2014,176.76,177.55,175.52,175.72,127.89,4105236
10/15/2014,174.44,175.71,170.89,173.76,126.47,7213007
10/16/2014,171.89,173.50,170.83,171.93,125.14,5835216
10/17/2014,173.27,174.80,172.29,174.04,126.68,4550309
10/20/2014,159.51,162.84,159.36,161.66,117.67,24493659
10/21/2014,159.08,159.35,154.57,156.05,113.58,21913491
10/22/2014,155.27,158.14,154.02,154.67,112.58,11594701
10/23/2014,154.99,155.67,154.44,155.05,112.85,7948972
10/24/2014,154.95,155.30,154.35,154.95,112.78,6958097
10/27/2014,154.88,155.75,154.69,154.75,112.63,5218599
10/28/2014,154.88,156.41,154.68,156.41,113.84,8258484
10/29/2014,157.10,157.38,155.60,156.27,113.74,4957308
10/30/2014,156.31,157.38,155.85,157.12,114.36,4075216
10/31/2014,158.20,158.31,156.42,157.17,114.40,6085628
11/3/2014,157.03,157.30,156.20,157.13,114.37,4903857
11/4/2014,157.11,157.13,155.11,155.50,113.18,4442257
11/5/2014,155.96,156.35,154.46,154.70,112.60,4293516
11/6/2014,154.19,154.43,153.01,154.36,113.12,4254710
11/7/2014,154.32,155.08,153.78,154.94,113.55,3655561
11/10/2014,154.78,157.24,154.50,156.30,114.54,5186277
11/11/2014,156.50,156.69,155.45,156.12,114.41,3696982
11/12/2014,155.14,155.83,154.65,154.80,113.44,3533597
11/13/2014,154.88,155.64,154.68,155.63,114.05,3388726
11/14/2014,154.97,157.26,154.58,156.94,115.01,5207406
11/17/2014,156.94,157.72,156.52,156.94,115.01,5019649
11/18/2014,157.49,157.50,154.77,154.77,113.42,5658965
11/19/2014,154.92,154.97,153.88,154.33,113.10,3977520
11/20/2014,153.87,154.40,152.77,153.58,112.54,4375523
11/21/2014,154.71,154.83,153.68,153.84,112.74,4264437
11/24/2014,154.44,156.65,153.98,155.02,113.60,6923474
11/25/2014,155.50,156.31,154.46,154.65,113.33,4249270
11/26/2014,154.81,154.97,153.93,154.83,113.46,4148436
11/28/2014,155.59,156.19,154.34,155.04,113.62,2516153
12/1/2014,154.53,156.14,154.25,154.44,113.17,4360146
12/2/2014,155.33,155.57,154.53,155.52,113.97,3625122
12/3/2014,155.33,157.28,154.88,157.28,115.26,6724839
12/4/2014,156.80,157.27,155.84,156.84,114.93,4036932
12/5/2014,156.41,157.27,155.75,156.09,114.39,3152121
12/8/2014,156.11,156.11,154.44,154.74,113.40,2982146
12/9/2014,153.77,155.85,153.73,155.82,114.19,4038815
12/10/2014,155.84,156.15,152.99,153.45,112.45,4260149
12/11/2014,153.75,155.76,153.46,153.99,112.85,4173122
12/12/2014,153.20,153.44,148.50,148.55,108.86,9007838
12/15/2014,149.07,149.85,146.12,146.33,107.23,6799314
12/16/2014,145.34,148.08,143.88,144.75,106.08,7094600
12/17/2014,144.86,146.57,144.46,145.25,106.44,5367026
12/18/2014,146.83,150.75,146.56,150.75,110.47,7638310
12/19/2014,150.56,153.36,150.56,151.54,111.05,9272685
12/22/2014,151.37,154.79,151.37,154.34,113.10,4897895
12/23/2014,155.10,155.74,154.50,155.11,113.66,4229292
12/24/2014,155.72,155.82,154.50,154.70,113.37,1954033
12/26/2014,155.13,155.92,154.89,155.20,113.74,2000161
12/29/2014,154.88,155.20,152.44,153.45,112.45,3485063
12/30/2014,152.98,153.75,152.76,153.01,112.13,2960075
12/31/2014,153.36,154.40,153.33,153.38,112.40,4196447
1/2/2015,154.22,156.13,153.92,154.93,113.54,5779673
1/5/2015,154.18,154.18,152.19,152.50,111.75,5104898
1/6/2015,152.65,152.93,148.35,149.21,109.34,6429448
1/7/2015,150.29,150.29,147.26,148.23,108.63,4918083
1/8/2015,149.37,152.05,148.71,151.45,110.99,4431693
1/9/2015,151.45,153.29,150.33,152.11,111.47,4694762
1/12/2015,152.01,152.25,148.91,149.56,109.60,4380230
1/13/2015,150.34,152.93,148.83,149.91,109.86,4578865
1/14/2015,148.05,149.61,146.98,148.95,109.15,4906054
1/15/2015,149.80,150.07,147.38,147.77,108.29,4443826
1/16/2015,147.06,150.70,147.06,150.23,110.09,6020776
1/20/2015,149.81,150.41,147.26,150.05,109.96,8778869
1/21/2015,146.30,147.71,144.43,145.40,106.55,12444367
1/22/2015,145.26,148.87,145.09,148.56,108.87,6401625
1/23/2015,148.21,150.67,148.08,149.02,109.20,5057201
1/26/2015,151.30,152.45,148.92,149.48,109.55,8250953
1/27/2015,148.13,148.27,145.88,146.91,107.66,5919942
1/28/2015,147.23,147.73,144.89,144.89,106.18,4702711
1/29/2015,144.72,148.74,142.94,148.64,108.93,8703557
1/30/2015,147.14,148.41,146.31,146.57,107.41,6865526
2/2/2015,147.23,147.86,144.85,147.86,108.35,4928961
2/3/2015,147.94,151.63,147.94,151.50,111.02,5794212
2/4/2015,150.30,151.73,149.81,150.06,109.97,3847711
2/5/2015,150.37,151.62,150.24,150.97,110.63,5495266
2/6/2015,150.42,151.13,149.36,149.83,110.57,3406299
2/9/2015,149.14,150.57,148.57,148.90,109.88,3198354
2/10/2015,149.85,151.59,148.26,151.59,111.87,4644868
2/11/2015,150.82,152.09,150.26,151.24,111.61,3793528
2/12/2015,151.74,152.49,151.14,151.55,111.84,3486423
2/13/2015,151.80,153.73,151.66,153.35,113.16,3877417
2/17/2015,152.72,154.31,152.71,153.88,113.56,3027647
2/18/2015,154.74,155.33,153.58,155.06,114.43,4558886
2/19/2015,154.92,157.26,154.34,156.68,115.63,3665602
2/20/2015,156.44,157.11,154.96,156.45,115.46,3507238
2/23/2015,157.01,157.17,155.35,155.75,114.94,2839262
2/24/2015,155.34,157.73,154.41,157.58,116.29,4917874
2/25/2015,157.69,157.71,155.43,155.65,114.86,4188812
2/26/2015,156.54,156.92,152.74,153.80,113.50,7437897
2/27/2015,153.80,155.15,153.12,154.82,114.25,4612860
3/2/2015,154.82,154.82,152.78,153.42,113.22,6190123
3/3/2015,153.22,154.64,152.96,153.95,113.61,3383182
3/4/2015,153.48,153.50,151.74,152.41,112.47,3800746
3/5/2015,152.83,154.40,152.68,154.09,113.71,3966118
3/6/2015,153.15,154.34,151.11,151.53,111.82,4749049
3/9/2015,151.24,154.06,151.24,153.70,113.43,5432819
3/10/2015,152.58,153.18,150.87,150.87,111.34,4812646
3/11/2015,151.60,152.14,149.08,149.90,110.62,5972555
3/12/2015,149.40,151.74,149.40,151.03,111.46,4777396
3/13/2015,150.54,150.59,146.65,147.50,108.85,6343049
3/16/2015,148.23,150.18,147.99,150.17,110.82,3922082
3/17/2015,149.33,150.37,148.54,150.06,110.74,3464038
3/18/2015,149.95,153.63,148.95,152.78,112.75,6002785
3/19/2015,152.68,153.84,151.83,152.78,112.75,4057016
3/20/2015,153.87,155.83,153.30,155.72,114.91,9420694
3/23/2015,155.61,158.08,155.57,157.39,116.15,6202885
3/24/2015,157.54,157.64,155.74,155.83,115.00,4546021
3/25/2015,155.91,155.91,152.20,152.20,112.32,5678629
3/26/2015,152.27,154.16,151.92,153.53,113.30,4598216
3/27/2015,153.72,153.82,152.23,153.35,113.16,3637883
3/30/2015,154.22,156.41,154.16,155.52,114.77,4328348
3/31/2015,154.00,155.19,153.35,153.44,113.23,4451148
4/1/2015,153.18,153.56,151.42,152.18,112.30,3871037
4/2/2015,152.50,155.39,151.90,153.39,113.20,4886494
4/6/2015,152.67,155.64,151.72,154.91,114.32,3625122
4/7/2015,154.56,156.63,154.51,154.94,114.34,3292808
4/8/2015,154.61,156.36,153.93,154.73,114.19,2640418
4/9/2015,154.59,155.33,153.65,155.20,114.53,2367621
4/10/2015,155.20,156.15,154.16,155.70,114.90,2631422
4/13/2015,155.23,156.79,155.22,155.24,114.56,4046869
4/14/2015,155.28,155.58,153.72,155.16,114.50,2844388
4/15/2015,155.48,157.71,155.35,156.91,115.80,3659745
4/16/2015,156.13,156.77,155.39,155.96,115.09,3281197
4/17/2015,154.64,154.74,152.99,153.60,113.35,4512862
4/20/2015,154.97,159.31,154.78,158.85,117.23,10051223
4/21/2015,158.77,160.02,156.84,157.04,115.89,10129046
4/22/2015,157.16,158.70,155.73,158.09,116.66,4209941
4/23/2015,157.96,164.35,157.88,162.75,120.11,8614438
4/24/2015,162.74,163.34,161.32,162.31,119.78,4067266
4/27/2015,163.37,163.95,162.81,163.22,120.45,3314356
4/28/2015,163.32,167.01,162.54,166.27,122.70,6084268
4/29/2015,165.77,167.43,165.20,166.73,123.04,4726246
4/30/2015,166.13,166.62,162.81,163.76,120.85,5295793
5/1/2015,165.58,166.35,164.84,166.03,122.53,3464457
5/4/2015,166.80,168.55,166.06,166.32,122.74,4213288
5/5/2015,165.88,166.57,164.40,165.47,122.11,3758906
5/6/2015,165.30,166.40,161.43,162.57,120.88,3778780
5/7/2015,162.17,164.42,161.61,163.47,121.55,2585712
5/8/2015,165.33,165.71,164.67,165.09,122.75,3234860
5/11/2015,165.06,165.38,163.35,163.59,121.64,2783406
5/12/2015,163.05,163.95,161.41,163.05,121.24,3098670
5/13/2015,163.71,165.14,163.24,164.70,122.47,2570545
5/14/2015,165.87,166.73,165.60,166.40,123.72,2551299
5/15/2015,166.26,166.74,165.01,165.64,123.16,3050764
5/18/2015,165.81,165.86,164.72,165.45,123.02,2061248
5/19/2015,165.36,166.11,164.37,165.85,123.32,2639058
5/20/2015,165.71,166.77,164.88,166.12,123.52,2406114
5/21/2015,165.70,166.48,165.43,165.72,123.22,2401198
5/22/2015,165.43,165.76,164.62,164.65,122.42,2980786
5/26/2015,164.54,164.55,161.69,162.65,120.94,4031493
5/27/2015,163.63,164.89,162.99,164.44,122.27,2891562
5/28/2015,163.91,164.28,163.15,164.16,122.06,1811044
5/29/2015,163.81,163.81,162.19,162.19,120.60,4280232
6/1/2015,162.72,163.52,161.60,162.70,120.97,3122833
6/2/2015,162.20,162.95,161.02,162.19,120.60,2689684
6/3/2015,163.00,164.02,162.17,162.45,120.79,2229026
6/4/2015,162.07,163.10,160.54,160.98,119.69,3220948
6/5/2015,160.85,161.48,159.85,160.04,119.00,3243123
6/8/2015,159.82,159.92,157.76,158.07,117.53,3931600
6/9/2015,158.07,158.72,156.19,158.39,117.77,3552111
6/10/2015,159.17,161.94,158.76,161.49,120.08,4895803
6/11/2015,161.82,162.94,161.13,161.36,119.98,3623344
6/12/2015,160.83,160.90,159.36,159.65,118.71,3206095
6/15/2015,159.65,159.65,157.03,158.95,118.19,4441002
6/16/2015,159.02,160.04,158.61,159.50,118.60,3399291
6/17/2015,159.66,160.47,158.80,159.82,118.83,2994698
6/18/2015,159.70,161.30,159.70,160.85,119.60,3484121
6/19/2015,160.25,161.01,159.44,159.65,118.71,7399404
6/22/2015,160.28,160.94,159.85,160.35,119.23,2443247
6/23/2015,160.98,162.50,160.20,161.20,119.86,3871874
6/24/2015,161.29,161.41,159.49,159.63,118.69,3711313
6/25/2015,160.42,160.74,158.78,158.78,118.06,2519709
6/26/2015,158.92,159.47,157.96,158.18,117.62,9357516
6/29/2015,156.71,158.08,155.73,155.80,115.85,3467176
6/30/2015,156.78,156.79,154.99,155.51,115.63,3762776
7/1/2015,156.76,158.33,156.41,157.26,116.93,3362367
7/2/2015,157.79,158.05,157.19,157.83,117.35,2983924
7/6/2015,156.63,157.96,156.33,157.49,117.10,3221471
7/7/2015,157.69,158.08,155.10,157.74,117.29,3713195
7/8/2015,156.79,157.69,155.53,155.98,115.98,2904010
7/9/2015,158.07,158.23,156.50,156.64,116.47,4392886
7/10/2015,158.37,160.04,158.24,159.61,118.68,4747062
7/13/2015,160.54,162.42,160.15,161.93,120.40,4423534
7/14/2015,161.98,162.08,160.84,161.20,119.86,3164464
7/15/2015,161.07,161.83,160.61,161.12,119.80,2089908
7/16/2015,162.02,163.57,161.72,163.48,121.56,3692275
7/17/2015,162.84,164.93,162.62,164.92,122.63,4556794
7/20/2015,165.19,166.14,164.57,165.60,123.13,7717179
7/21/2015,157.11,159.03,154.89,155.90,115.92,14384906
7/22/2015,155.57,155.90,152.68,153.30,113.99,7512163
7/23/2015,153.22,155.59,152.80,154.62,114.97,5265773
7/24/2015,154.20,154.81,152.40,152.72,113.56,3951997
7/27/2015,152.01,153.14,151.63,152.07,113.08,3876685
7/28/2015,152.88,153.15,151.53,153.01,113.77,2846166
7/29/2015,152.96,154.40,152.38,154.01,114.51,3533806
7/30/2015,153.44,154.30,152.72,153.88,114.42,2086456
7/31/2015,154.30,154.93,153.57,154.87,115.15,3744889
8/3/2015,154.59,154.73,150.96,151.73,112.82,4828022
8/4/2015,151.43,151.84,149.97,150.67,112.03,5502588
8/5/2015,152.10,152.52,150.55,150.96,112.24,3632549
8/6/2015,150.22,150.61,149.31,149.45,112.04,3143021
8/7/2015,149.03,149.38,147.55,148.30,111.18,3969465
8/10/2015,149.88,150.54,149.25,149.86,112.35,4825616
8/11/2015,149.10,149.13,148.05,148.67,111.46,3312787
8/12/2015,147.48,149.64,147.18,149.29,111.93,3724074
8/13/2015,149.20,149.23,147.53,148.25,111.15,2649936
8/14/2015,148.18,149.34,147.78,148.90,111.63,3374814
8/17/2015,148.37,149.80,147.90,149.44,112.04,2353082
8/18/2015,148.67,149.64,148.42,149.15,111.82,2111142
8/19/2015,148.33,148.82,146.66,147.17,110.34,4399894
8/20/2015,146.02,147.14,145.79,145.95,109.42,4196029
8/21/2015,144.84,146.45,142.16,142.30,106.69,7700757
8/24/2015,137.16,141.26,136.71,137.16,102.83,10658426
8/25/2015,140.48,140.64,134.44,134.76,101.03,7398567
8/26/2015,137.75,140.52,135.89,140.25,105.15,6508003
8/27/2015,141.97,142.42,139.25,142.01,106.47,5205524
8/28/2015,141.25,141.68,140.71,141.47,106.07,4263810
8/31/2015,140.90,141.87,139.83,141.39,106.00,4281383
9/1/2015,138.54,138.60,135.61,136.41,102.27,5514512
9/2/2015,138.37,138.70,136.88,138.67,103.96,4447592
9/3/2015,139.63,141.52,139.36,140.33,105.20,3769261
9/4/2015,138.21,139.01,137.02,137.38,103.00,4394351
9/8/2015,139.45,140.86,139.25,140.76,105.53,4114232
9/9/2015,142.20,142.49,138.48,138.67,103.96,3564559
9/10/2015,139.44,140.69,138.15,139.77,104.79,3620938
9/11/2015,139.49,141.01,139.26,140.89,105.63,3258395
9/14/2015,140.89,140.89,139.02,139.24,104.40,3375128
9/15/2015,140.15,141.42,139.35,141.04,105.74,2842087
9/16/2015,141.34,142.34,141.05,141.88,106.37,2927963
9/17/2015,141.59,143.10,140.82,141.63,106.18,4187138
9/18/2015,139.63,139.95,137.65,138.15,103.58,8342687
9/21/2015,139.00,140.52,138.55,140.04,104.99,4000950
9/22/2015,138.26,138.68,137.45,138.08,103.52,3728049
9/23/2015,137.87,138.21,136.47,137.34,102.97,2797213
9/24/2015,136.33,138.69,135.71,138.06,103.51,3431194
9/25/2015,139.15,139.84,138.17,139.02,104.23,3634222
9/28/2015,138.07,138.99,136.20,136.25,102.15,4515896
9/29/2015,135.75,136.39,134.94,136.20,102.12,4982621
9/30/2015,137.37,139.30,137.34,138.59,103.91,4127725
10/1/2015,138.92,139.26,135.36,137.28,102.92,4059421
10/2/2015,134.85,138.23,134.38,138.22,103.63,3194902
10/5/2015,139.41,143.30,139.41,142.49,106.82,5367863
10/6/2015,142.50,143.55,141.96,142.24,106.64,3156933
10/7/2015,143.44,144.10,142.31,143.49,107.58,3117917
10/8/2015,143.11,146.29,142.72,145.58,109.15,5014942
10/9/2015,145.76,146.41,144.62,145.69,109.23,3693531
10/12/2015,145.70,145.87,144.22,144.49,108.33,3376070
10/13/2015,144.15,144.15,142.62,143.04,107.24,4095822
10/14/2015,143.02,144.02,142.47,143.41,107.52,3507238
10/15/2015,144.27,144.59,142.05,143.49,107.58,3636105
10/16/2015,143.83,144.55,142.70,143.78,107.79,3643950
10/19/2015,143.26,143.37,141.85,142.66,106.95,8320616
10/20/2015,136.22,136.60,134.10,134.46,100.80,16762778
10/21/2015,134.08,136.39,133.17,134.72,101.00,7312168
10/22/2015,135.51,138.69,135.39,137.75,103.28,5840027
10/23/2015,138.25,139.09,137.38,138.32,103.70,5617438
10/26/2015,138.38,138.62,136.91,137.34,102.97,3649912
10/27/2015,137.20,137.50,131.29,131.80,98.81,15698891
10/28/2015,131.85,135.02,131.45,134.64,100.94,8902924
10/29/2015,134.19,134.63,132.91,134.37,100.74,3881078
10/30/2015,134.26,135.11,133.75,133.92,100.40,4167264
11/2/2015,134.32,134.34,133.43,134.20,100.61,3998021
11/3/2015,133.86,136.52,133.75,135.64,101.69,4549472
11/4/2015,136.28,136.38,135.09,135.40,101.51,3678677
11/5/2015,135.38,136.12,133.49,133.74,100.27,5331357
11/6/2015,132.50,133.41,131.81,132.17,100.02,4963165
11/9/2015,131.85,132.01,128.95,129.36,97.89,8447078
11/10/2015,129.41,129.77,128.22,129.51,98.01,4728757
11/11/2015,130.11,130.21,128.59,129.08,97.68,3310381
11/12/2015,128.78,128.78,127.16,127.19,96.25,4917664
11/13/2015,127.10,127.15,125.86,125.96,95.32,4826035
11/16/2015,125.99,128.19,125.99,127.83,96.74,4383577
11/17/2015,128.32,128.89,127.45,127.93,96.82,2944595
11/18/2015,128.86,129.93,128.36,129.85,98.26,4340063
11/19/2015,130.22,131.68,130.03,130.73,98.93,4972266
11/20/2015,131.33,132.81,131.21,132.41,100.20,5414514
11/23/2015,132.44,132.76,131.09,132.37,100.17,5374243
11/24/2015,131.60,133.21,131.27,132.50,100.27,3564454
11/25/2015,132.28,132.34,131.34,131.93,99.84,3387157
11/27/2015,131.93,132.71,131.18,132.37,100.17,1480927
11/30/2015,132.51,133.75,132.43,133.29,100.87,4754698
12/1/2015,133.44,135.18,133.44,135.07,102.21,4388075
12/2/2015,134.73,135.00,133.37,133.56,101.07,3896768
12/3/2015,133.94,134.54,132.11,132.81,100.51,6181442
12/4/2015,132.02,134.82,131.92,134.25,101.60,4781894
12/7/2015,134.00,134.24,132.71,133.41,100.96,3430252
12/8/2015,132.20,132.94,131.48,131.98,99.88,4084839
12/9/2015,131.34,133.69,130.24,130.60,98.83,4827290
12/10/2015,131.00,131.79,129.75,130.76,98.96,4416526
12/11/2015,129.28,129.48,128.02,128.65,97.36,5579155
12/14/2015,129.36,130.15,128.13,129.95,98.34,5380415
12/15/2015,131.36,132.86,131.24,131.73,99.69,4433471
12/16/2015,133.00,133.51,131.73,133.16,100.77,4545393
12/17/2015,133.22,133.37,130.32,130.74,98.94,4277617
12/18/2015,130.41,130.94,128.37,128.97,97.60,10487301
12/21/2015,129.86,129.86,128.13,129.54,98.03,5875905
12/22/2015,129.90,132.11,129.68,131.86,99.79,4459935
12/23/2015,132.22,133.18,132.04,132.45,100.23,5402485
12/24/2015,132.34,132.77,132.04,132.17,100.02,1563979
12/28/2015,131.68,131.97,130.54,131.56,99.56,3287996
12/29/2015,132.17,133.90,132.12,133.63,101.13,4125110
12/30/2015,133.44,134.26,133.10,133.21,100.81,3126912
12/31/2015,132.95,132.98,131.52,131.57,99.56,3621357
1/4/2016,129.64,129.99,128.34,129.97,98.36,5469952
1/5/2016,130.75,130.87,128.92,129.88,98.28,4105341
1/6/2016,128.47,129.62,127.74,129.23,97.79,4509201
1/7/2016,127.82,129.08,126.61,127.02,96.12,7348987
1/8/2016,127.32,127.93,125.54,125.84,95.23,4981784
1/11/2016,126.01,127.93,125.97,127.37,96.39,5203222
1/12/2016,127.77,127.90,125.36,127.06,96.15,5312320
1/13/2016,127.63,128.37,125.33,125.40,94.90,4916305
1/14/2016,126.13,127.91,125.45,127.07,96.16,5972242
1/15/2016,124.29,125.12,123.20,124.31,94.07,9422891
1/19/2016,124.39,126.29,122.43,122.48,92.68,10438662
1/20/2016,113.25,118.54,112.81,116.50,88.16,16901059
1/21/2016,115.97,119.60,115.28,117.50,88.92,9258774
1/22/2016,119.19,119.25,116.41,117.11,88.63,9663366
1/25/2016,116.73,118.77,116.29,116.71,88.32,5696516
1/26/2016,116.87,118.17,116.86,117.20,88.69,4830219
1/27/2016,117.33,117.94,115.34,115.64,87.51,5257614
1/28/2016,115.93,117.43,115.69,116.85,88.42,4123855
1/29/2016,117.86,119.30,117.55,119.30,90.28,8627513
2/1/2016,118.93,119.78,118.27,119.34,90.31,3739345
2/2/2016,118.23,118.68,117.25,117.53,88.94,3438516
2/3/2016,118.54,119.93,116.91,119.24,90.23,6509781
2/4/2016,119.58,122.85,119.50,122.04,92.35,5508759
2/5/2016,121.63,122.98,120.32,122.92,93.02,7507874
2/8/2016,120.46,121.90,118.67,121.40,92.81,7702744
2/9/2016,120.57,121.35,118.33,118.61,90.68,6231231
2/10/2016,119.50,119.78,114.57,114.90,87.84,6766679
2/11/2016,113.56,114.40,111.76,112.67,86.13,7643750
2/12/2016,114.02,115.73,113.15,115.72,88.46,5163579
2/16/2016,116.47,117.68,116.00,117.34,89.71,4248224
2/17/2016,118.27,121.00,117.83,120.55,92.16,5042766
2/18/2016,124.28,128.11,124.04,126.63,96.80,10409374
2/19/2016,126.54,127.77,125.09,127.23,97.26,5361064
2/22/2016,127.23,128.40,126.59,127.89,97.77,4662440
2/23/2016,127.28,127.54,126.20,126.58,96.77,3597926
2/24/2016,125.76,127.62,123.98,126.96,97.06,4312240
2/25/2016,127.43,128.59,125.12,128.59,98.30,4558782
2/26/2016,128.59,128.99,126.15,126.22,96.50,4587965
2/29/2016,126.20,127.50,125.14,125.27,95.77,4631688
3/1/2016,126.42,128.72,126.22,128.46,98.21,3962771
3/2/2016,127.82,131.40,127.36,130.31,99.62,5457191
3/3/2016,131.19,131.89,130.09,131.74,100.71,5393594
3/4/2016,131.49,133.29,130.99,131.74,100.71,4150946
3/7/2016,131.24,134.33,130.85,133.99,102.43,5408866
3/8/2016,133.57,134.18,131.38,132.95,101.64,5835739
3/9/2016,133.18,135.92,133.11,134.24,102.62,4609199
3/10/2016,135.03,135.25,132.02,134.02,102.46,4205548
3/11/2016,135.50,136.63,134.33,136.10,104.05,4625307
3/14/2016,135.76,136.89,134.84,136.50,104.35,4235045
3/15/2016,135.51,137.03,135.32,136.67,104.48,3878045
3/16/2016,136.35,138.51,135.86,138.42,105.82,4416107
3/17/2016,138.41,140.84,138.10,140.57,107.47,6089394
3/18/2016,140.92,141.02,139.11,140.62,107.50,12645826
3/21/2016,140.82,142.17,140.27,142.09,108.63,3892794
3/22/2016,141.55,142.72,141.34,141.59,108.24,4269667
3/23/2016,141.49,141.52,138.75,139.01,106.27,4983353
3/24/2016,138.60,141.70,138.14,141.44,108.13,5276547
3/28/2016,141.25,142.11,140.76,141.87,108.46,3415295
3/29/2016,141.10,143.17,141.01,142.76,109.14,3282871
3/30/2016,143.36,143.80,141.80,141.88,108.47,3484435
3/31/2016,143.20,146.37,142.79,144.79,110.69,7092508
4/1/2016,143.89,146.23,143.64,145.81,111.47,4106073
4/4/2016,145.64,146.77,145.23,145.38,111.14,4112035
4/5/2016,144.77,144.93,143.07,143.40,109.63,3490502
4/6/2016,143.31,143.55,141.31,143.42,109.64,4387552
4/7/2016,142.51,143.02,141.49,141.73,108.35,3831498
4/8/2016,142.50,143.39,141.61,142.78,109.15,3445315
4/11/2016,143.65,145.27,142.66,142.69,109.08,4023021
4/12/2016,143.03,143.51,142.05,143.05,109.36,3761207
4/13/2016,144.12,144.58,143.05,144.58,110.53,3314146
4/14/2016,144.84,146.04,143.77,144.51,110.48,3322619
4/15/2016,144.40,145.41,144.32,145.05,110.89,3825850
4/18/2016,145.05,146.41,144.83,145.82,111.48,6884458
4/19/2016,140.03,140.49,136.34,137.67,105.24,13796949
4/20/2016,137.90,140.73,137.67,139.68,106.79,7064998
4/21/2016,140.13,143.52,140.02,142.73,109.12,6294514
4/22/2016,142.87,144.36,141.01,141.97,108.53,5430727
4/25/2016,141.64,142.35,140.64,142.27,108.76,2979949
4/26/2016,142.11,143.20,141.40,142.52,108.96,3116871
4/27/2016,142.78,144.15,142.42,143.85,109.97,3254315
4/28/2016,143.16,143.58,140.28,140.60,107.49,3965909
4/29/2016,140.05,140.86,137.85,139.52,106.66,4420187
5/2/2016,140.11,140.54,138.08,138.88,106.17,3663510
5/3/2016,138.29,138.53,136.62,137.79,105.34,3749178
5/4/2016,137.06,138.62,137.01,137.91,105.43,2695647
5/5/2016,139.53,140.82,139.05,140.03,107.05,6800255
5/6/2016,138.49,141.46,138.12,140.81,108.69,5121007
